+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                       ;
+-----------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|eee_imgproc_0|MSG_FIFO_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_msb                                            ; 3     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|MSG_FIFO_inst|scfifo_component|auto_generated|dpfifo|three_comparison                                      ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|MSG_FIFO_inst|scfifo_component|auto_generated|dpfifo|almost_full_comparer                                  ; 16    ; 8              ; 0            ; 8              ; 1      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|MSG_FIFO_inst|scfifo_component|auto_generated|dpfifo|FIFOram                                               ; 50    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|MSG_FIFO_inst|scfifo_component|auto_generated|dpfifo                                                       ; 36    ; 0              ; 0            ; 0              ; 41     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|MSG_FIFO_inst|scfifo_component|auto_generated                                                              ; 36    ; 0              ; 0            ; 0              ; 41     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|MSG_FIFO_inst                                                                                              ; 36    ; 0              ; 0            ; 0              ; 41     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|round_sum                                                                                            ; 14    ; 0              ; 5            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|y_lut|altsyncram_component|auto_generated                                                            ; 7     ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|y_lut                                                                                                ; 7     ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|x_lut|altsyncram_component|auto_generated                                                            ; 7     ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|x_lut                                                                                                ; 7     ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|acc|altsyncram_component|auto_generated                                                              ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|acc                                                                                                  ; 23    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|buf_canny|altsyncram_component|auto_generated                                                        ; 15    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough|buf_canny                                                                                            ; 15    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|hough                                                                                                      ; 32    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_9                             ; 20    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_8                             ; 18    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_7                             ; 16    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_6                             ; 14    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_5                             ; 12    ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_4                             ; 10    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_3                             ; 8     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                             ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider|divider                                       ; 32    ; 0              ; 0            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated|divider                                               ; 32    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx|LPM_DIVIDE_component|auto_generated                                                       ; 32    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|div_Gy_Gx                                                                                           ; 32    ; 6              ; 0            ; 6              ; 17     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|buf3|altsyncram_component|auto_generated                                                            ; 48    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|buf3                                                                                                ; 48    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|buf2|altsyncram_component|auto_generated                                                            ; 48    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|buf2                                                                                                ; 48    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|buf1|altsyncram_component|auto_generated                                                            ; 48    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax|buf1                                                                                                ; 48    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|nonmax                                                                                                     ; 70    ; 0              ; 2            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod|ALTSQRT_component|subtractors[0]|auto_generated                                            ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod|ALTSQRT_component|subtractors[1]|auto_generated                                            ; 8     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod|ALTSQRT_component|subtractors[2]|auto_generated                                            ; 10    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod|ALTSQRT_component|subtractors[3]|auto_generated                                            ; 12    ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod|ALTSQRT_component|subtractors[4]|auto_generated                                            ; 14    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod|ALTSQRT_component|subtractors[5]|auto_generated                                            ; 16    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod|ALTSQRT_component|subtractors[6]|auto_generated                                            ; 18    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod|ALTSQRT_component|subtractors[7]|auto_generated                                            ; 20    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|G_sqrt_mod                                                                                            ; 17    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|Gy_mult|altsquare_component|auto_generated                                                            ; 12    ; 1              ; 0            ; 1              ; 22     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|Gy_mult                                                                                               ; 12    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|Gx_mult|altsquare_component|auto_generated                                                            ; 12    ; 1              ; 0            ; 1              ; 22     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|Gx_mult                                                                                               ; 12    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|Gy_get|parallel_add_component|auto_generated                                                          ; 67    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|Gy_get                                                                                                ; 67    ; 10             ; 0            ; 10             ; 14     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|Gx_get|parallel_add_component|auto_generated                                                          ; 67    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|Gx_get                                                                                                ; 67    ; 10             ; 0            ; 10             ; 14     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|buf3|altsyncram_component|auto_generated                                                              ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|buf3                                                                                                  ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|buf2|altsyncram_component|auto_generated                                                              ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|buf2                                                                                                  ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|buf1|altsyncram_component|auto_generated                                                              ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy|buf1                                                                                                  ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|edgy                                                                                                       ; 33    ; 0              ; 0            ; 0              ; 59     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_9                                    ; 20    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_8                                    ; 18    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_7                                    ; 16    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_6                                    ; 14    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_5                                    ; 12    ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_4                                    ; 10    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_3                                    ; 8     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                                    ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                                    ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider|divider                                              ; 31    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated|divider                                                      ; 31    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div|LPM_DIVIDE_component|auto_generated                                                              ; 31    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|div                                                                                                  ; 31    ; 8              ; 0            ; 8              ; 19     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|Term_Sum|parallel_add_component|auto_generated                                                       ; 136   ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|Term_Sum                                                                                             ; 136   ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_33_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_33_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_32_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_32_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_31_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_31_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_23_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_23_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_22_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_22_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_21_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_21_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_13_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_13_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_12_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_12_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_11_hw|lpm_mult_component|auto_generated                                                         ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|mult_11_hw                                                                                           ; 15    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|Wp_sum|parallel_add_component|auto_generated                                                         ; 64    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|Wp_sum                                                                                               ; 64    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_33                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_32                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_31                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_23                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_22                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_21                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_13                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_12                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|gauss_11                                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|buf3|altsyncram_component|auto_generated                                                             ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|buf3                                                                                                 ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|buf2|altsyncram_component|auto_generated                                                             ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|buf2                                                                                                 ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|buf1|altsyncram_component|auto_generated                                                             ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat|buf1                                                                                                 ; 20    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|bilat                                                                                                      ; 42    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|purple_detector                                                                                            ; 63    ; 0              ; 0            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|yellow_detector                                                                                            ; 63    ; 0              ; 0            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|blue_detector                                                                                              ; 63    ; 0              ; 0            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|green_detector                                                                                             ; 63    ; 0              ; 0            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|red_detector                                                                                               ; 63    ; 0              ; 0            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|rgb2hsv|subt_res_mux                                                                                       ; 48    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|rgb2hsv|min_mux                                                                                            ; 27    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|rgb2hsv|max_mux                                                                                            ; 27    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|rgb2hsv|hue_div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_1                              ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|rgb2hsv|hue_div|LPM_DIVIDE_component|auto_generated|divider|divider|add_sub_0                              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|rgb2hsv|hue_div|LPM_DIVIDE_component|auto_generated|divider|divider                                        ; 25    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|rgb2hsv|hue_div|LPM_DIVIDE_component|auto_generated|divider                                                ; 25    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|eee_imgproc_0|rgb2hsv|hue_div|LPM_DIVIDE_component|auto_generated                                                        ; 25    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
